subplot,replicate,severity,treatment,tag,species,DBH_cm,dbh.class,health_s,canopy,leaf.area,latitude,longitude,a,b,fate,bands_in,date,DOY,week,notes,lai_dist
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,-0.01,6/18/2019,169,8,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0,6/26/2019,177,9,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.04,7/3/2019,184,10,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.08,7/10/2019,191,11,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.14,7/17/2019,198,12,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.19,7/24/2019,205,13,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.25,7/31/2019,212,14,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.29,8/8/2019,220,15,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.3,8/14/2019,226,16,,
B04W,B,0.65,bottom,2196,ACRU,15.9,13-18,L,OS,50.18963117,45.5560905,-84.7247781,0.03117,2.778,kill,0.35,11/12/2019,316,17,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0,11/2/2018,306,1,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,-0.01,4/10/2019,100,2,,no
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,-0.01,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,-0.01,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,-0.01,5/30/2019,150,5,,no
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,-0.01,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,-0.01,6/11/2019,162,7,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0,6/18/2019,169,8,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0,6/26/2019,177,9,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.01,7/3/2019,184,10,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.02,7/10/2019,191,11,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.04,7/17/2019,198,12,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.05,7/24/2019,205,13,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.06,7/31/2019,212,14,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.07,8/8/2019,220,15,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.07,8/14/2019,226,16,,
B04W,B,0.65,bottom,2198,ACRU,13.1,13-18,L,OS,37.24433532,45.5561063,-84.724797,0.03117,2.778,kill,0.1,11/12/2019,316,17,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0,11/2/2018,306,1,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.04,4/10/2019,100,2,,no
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.04,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.03,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.03,5/30/2019,150,5,,no
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.03,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.03,6/11/2019,162,7,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.03,6/18/2019,169,8,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,-0.02,6/26/2019,177,9,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.02,7/3/2019,184,10,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.05,7/10/2019,191,11,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.1,7/17/2019,198,12,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.15,7/24/2019,205,13,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.21,7/31/2019,212,14,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.25,8/8/2019,220,15,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.26,8/14/2019,226,16,,
B04W,B,0.65,bottom,2202,ACRU,13.1,13-18,L,OS,37.24433532,45.5561256,-84.7247332,0.03117,2.778,kill,0.31,11/12/2019,316,17,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,11/2/2018,306,1,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,4/10/2019,100,2,,no
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,5/30/2019,150,5,,no
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,6/11/2019,162,7,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,6/18/2019,169,8,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.05,6/26/2019,177,9,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.06,7/3/2019,184,10,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.08,7/10/2019,191,11,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.12,7/17/2019,198,12,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.13,7/24/2019,205,13,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.14,7/31/2019,212,14,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.14,8/8/2019,220,15,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.14,8/14/2019,226,16,,
B04W,B,0.65,bottom,2213,ACRU,12.9,13-Aug,L,OS,36.3722851,45.5561784,-84.7248993,0.03117,2.778,kill,0.17,11/12/2019,316,17,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0,11/2/2018,306,1,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.01,4/10/2019,100,2,,no
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.03,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.03,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.03,5/30/2019,150,5,,no
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.03,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.05,6/11/2019,162,7,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.06,6/18/2019,169,8,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.11,6/26/2019,177,9,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.13,7/3/2019,184,10,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.15,7/10/2019,191,11,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.16,7/17/2019,198,12,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.17,7/24/2019,205,13,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.17,7/31/2019,212,14,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.17,8/8/2019,220,15,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.17,8/14/2019,226,16,,
B04W,B,0.65,bottom,2215,POGR,34.3,33-38,L,OD,133.4386945,45.5562131,-84.7247752,0.1387,2.3498,live,0.07,11/12/2019,316,17,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.03,11/2/2018,306,1,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.03,4/10/2019,100,2,,no
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.03,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.03,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.03,5/30/2019,150,5,WAS LIVE,no
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.03,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.04,6/11/2019,162,7,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.05,6/18/2019,169,8,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.1,6/26/2019,177,9,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.14,7/3/2019,184,10,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.17,7/10/2019,191,11,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.22,7/17/2019,198,12,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.27,7/24/2019,205,13,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.35,7/31/2019,212,14,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.34,8/8/2019,220,15,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.49,8/14/2019,226,16,,
B04W,B,0.65,bottom,2224,ACSA,9.7,13-Aug,L,UN,33.07755609,45.5562853,-84.7248564,0.1693,2.3436,kill,0.67,11/12/2019,316,17,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0,11/2/2018,306,1,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.08,4/10/2019,100,2,,no
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.09,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.1,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.1,5/30/2019,150,5,WAS KILL,no
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.12,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.17,6/11/2019,162,7,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.2,6/18/2019,169,8,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.28,6/26/2019,177,9,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.33,7/3/2019,184,10,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.38,7/10/2019,191,11,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.42,7/17/2019,198,12,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.44,7/24/2019,205,13,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.46,7/31/2019,212,14,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.46,8/8/2019,220,15,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.46,8/14/2019,226,16,,
B04W,B,0.65,bottom,2230,POGR,31.6,28-33,L,OD,110.7326706,45.5562359,-84.7247384,0.1387,2.3498,live,0.41,11/12/2019,316,17,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,NA,11/2/2018,306,1,never cut or set - needs to be set,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.06,4/10/2019,100,2,new band,no
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.06,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.07,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.07,5/30/2019,150,5,,no
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.07,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.11,6/11/2019,162,7,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.13,6/18/2019,169,8,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.19,6/26/2019,177,9,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.25,7/3/2019,184,10,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.28,7/10/2019,191,11,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.3,7/17/2019,198,12,stump sprouting,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.32,7/24/2019,205,13,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.33,7/31/2019,212,14,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.34,8/8/2019,220,15,typo,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.35,8/14/2019,226,16,,
B04W,B,0.65,bottom,2244,ACRU,13.8,13-18,L,OS,40.35303702,NA,NA,0.03117,2.778,kill,0.35,11/12/2019,316,17,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0,11/2/2018,306,1,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.01,4/10/2019,100,2,,no
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.02,5/17/2019,137,3,,no
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.02,5/23/2019,143,4,,no
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.03,5/30/2019,150,5,,no
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.04,6/5/2019,156,6,,yes
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.08,6/11/2019,162,7,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.11,6/18/2019,169,8,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.2,6/26/2019,177,9,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.29,7/3/2019,184,10,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.37,7/10/2019,191,11,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.44,7/17/2019,198,12,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.5,7/24/2019,205,13,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.55,7/31/2019,212,14,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.58,8/8/2019,220,15,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.6,8/14/2019,226,16,,
B04W,B,0.65,bottom,2245,POGR,25.9,23-28,L,OD,70.42788147,45.5563655,-84.7247137,0.1387,2.3498,kill,0.58,11/12/2019,316,17,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0,11/2/2018,306,1,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0,4/9/2019,99,2,,no
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0,5/16/2019,136,3,,no
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0,5/22/2019,142,4,,no
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.01,5/31/2019,151,5,,no
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.01,6/4/2019,155,6,,yes
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.01,6/10/2019,161,7,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.03,6/17/2019,168,8,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.05,6/25/2019,176,9,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.06,7/2/2019,183,10,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.06,7/9/2019,190,11,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.07,7/16/2019,197,12,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.08,7/23/2019,204,13,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.08,7/30/2019,211,14,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.08,8/7/2019,219,15,typo,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.08,8/13/2019,225,16,,
C01E,C,0,control,715,PIST,8.4,13-Aug,L,UN,2.330183286,45.5626443,-84.7074412,0.0408,2.5735,live,0.11,11/11/2019,315,17,,
C01E,C,0,control,717,POGR,30.5,28-33,L,OD,102.1573917,45.562659,-84.7074197,0.1387,2.3498,live,0.05,11/2/2018,306,1,,
C01E,C,0,control,717,POGR,30.5,28-33,L,OD,102.1573917,45.562659,-84.7074197,0.1387,2.3498,live,0.05,4/9/2019,99,2,,no
C01E,C,0,control,717,POGR,30.5,28-33,L,OD,102.1573917,45.562659,-84.7074197,0.1387,2.3498,live,0.05,5/16/2019,136,3,,no
C01E,C,0,control,717,POGR,30.5,28-33,L,OD,102.1573917,45.562659,-84.7074197,0.1387,2.3498,live,0.05,5/22/2019,142,4,,no
C01E,C,0,control,717,POGR,30.5,28-33,L,OD,102.1573917,45.562659,-84.7074197,0.1387,2.3498,live,0.06,5/31/2019,151,5,,no
