"subplot_id","tag","species","band_in","date","notes"
"C01W",871,"QURU",0.14,2019-07-09,NA
"C01W",871,"QURU",0.17,2019-07-16,NA
"C01W",871,"QURU",0.18,2019-07-23,NA
"C01W",871,"QURU",0.19,2019-07-30,NA
"C01W",871,"QURU",0.19,2019-08-07,NA
"C01W",871,"QURU",0.19,2019-08-13,NA
"C01W",871,"QURU",0.23,2019-11-11,NA
"C01W",872,"QURU",0.03,2018-11-02,NA
"C01W",872,"QURU",0.03,2019-04-09,NA
"C01W",872,"QURU",0.03,2019-05-16,NA
"C01W",872,"QURU",0.05,2019-05-22,NA
"C01W",872,"QURU",0.06,2019-05-31,NA
"C01W",872,"QURU",0.07,2019-06-04,NA
"C01W",872,"QURU",0.08,2019-06-10,NA
"C01W",872,"QURU",0.09,2019-06-17,NA
"C01W",872,"QURU",0.1,2019-06-25,NA
"C01W",872,"QURU",0.11,2019-07-02,NA
"C01W",872,"QURU",0.12,2019-07-09,NA
"C01W",872,"QURU",0.14,2019-07-16,NA
"C01W",872,"QURU",0.14,2019-07-23,NA
"C01W",872,"QURU",0.15,2019-07-30,NA
"C01W",872,"QURU",0.15,2019-08-07,NA
"C01W",872,"QURU",0.15,2019-08-13,NA
"C01W",872,"QURU",0.19,2019-11-11,NA
"C01W",891,"ACRU",0.05,2019-05-22,"new band"
"C01W",891,"ACRU",0.05,2019-05-31,NA
"C01W",891,"ACRU",0.05,2019-06-04,NA
"C01W",891,"ACRU",0.05,2019-06-10,NA
"C01W",891,"ACRU",0.05,2019-06-17,NA
"C01W",891,"ACRU",0.05,2019-06-25,NA
"C01W",891,"ACRU",0.05,2019-07-02,NA
"C01W",891,"ACRU",0.05,2019-07-09,NA
"C01W",891,"ACRU",0.05,2019-07-16,NA
"C01W",891,"ACRU",0.05,2019-07-23,NA
"C01W",891,"ACRU",0.05,2019-07-30,NA
"C01W",891,"ACRU",0.05,2019-08-07,NA
"C01W",891,"ACRU",0.05,2019-08-13,NA
"C01W",891,"ACRU",0.05,2019-11-11,NA
"C02E",1025,"QURU",0.02,2018-11-02,NA
"C02E",1025,"QURU",0.03,2019-04-09,NA
"C02E",1025,"QURU",0.03,2019-05-16,NA
"C02E",1025,"QURU",0.03,2019-05-22,NA
"C02E",1025,"QURU",0.04,2019-05-31,NA
"C02E",1025,"QURU",0.04,2019-06-04,NA
"C02E",1025,"QURU",0.05,2019-06-10,NA
"C02E",1025,"QURU",0.06,2019-06-17,NA
"C02E",1025,"QURU",0.07,2019-06-25,NA
"C02E",1025,"QURU",0.07,2019-07-02,NA
"C02E",1025,"QURU",0.07,2019-07-09,NA
"C02E",1025,"QURU",0.09,2019-07-16,NA
"C02E",1025,"QURU",0.1,2019-07-23,NA
"C02E",1025,"QURU",0.11,2019-07-30,NA
"C02E",1025,"QURU",0.11,2019-08-07,NA
"C02E",1025,"QURU",0.12,2019-08-13,NA
"C02E",1025,"QURU",0.16,2019-11-11,NA
"C02E",1026,"ACRU",0.03,2018-11-02,NA
"C02E",1026,"ACRU",0.01,2019-04-09,NA
"C02E",1026,"ACRU",0.01,2019-05-16,NA
"C02E",1026,"ACRU",0.01,2019-05-22,NA
"C02E",1026,"ACRU",0.01,2019-05-31,NA
"C02E",1026,"ACRU",0.02,2019-06-04,NA
"C02E",1026,"ACRU",0.03,2019-06-10,NA
"C02E",1026,"ACRU",0.05,2019-06-17,NA
"C02E",1026,"ACRU",0.11,2019-06-25,NA
"C02E",1026,"ACRU",0.17,2019-07-02,NA
"C02E",1026,"ACRU",0.23,2019-07-09,NA
"C02E",1026,"ACRU",0.31,2019-07-16,NA
"C02E",1026,"ACRU",0.39,2019-07-23,NA
"C02E",1026,"ACRU",0.46,2019-07-30,NA
"C02E",1026,"ACRU",0.5,2019-08-07,NA
"C02E",1026,"ACRU",0.51,2019-08-13,NA
"C02E",1026,"ACRU",0.54,2019-11-11,NA
"C02E",1030,"POGR",0.05,2018-11-02,NA
"C02E",1030,"POGR",0.06,2019-04-09,NA
"C02E",1030,"POGR",0.06,2019-05-16,NA
"C02E",1030,"POGR",0.06,2019-05-22,NA
"C02E",1030,"POGR",0.06,2019-05-31,"WAS LIVE"
"C02E",1030,"POGR",0.06,2019-06-04,NA
"C02E",1030,"POGR",0.07,2019-06-10,NA
"C02E",1030,"POGR",0.09,2019-06-17,NA
"C02E",1030,"POGR",0.15,2019-06-25,NA
"C02E",1030,"POGR",0.22,2019-07-02,NA
"C02E",1030,"POGR",0.3,2019-07-09,NA
"C02E",1030,"POGR",0.38,2019-07-16,NA
"C02E",1030,"POGR",0.45,2019-07-23,NA
"C02E",1030,"POGR",0.51,2019-07-30,NA
"C02E",1030,"POGR",0.55,2019-08-07,NA
"C02E",1030,"POGR",0.58,2019-08-13,NA
"C02E",1030,"POGR",0.63,2019-11-11,NA
"C02E",1035,"POGR",0.12,2018-11-02,NA
"C02E",1035,"POGR",0.1,2019-04-09,NA
"C02E",1035,"POGR",0.06,2019-05-16,NA
"C02E",1035,"POGR",0.06,2019-05-22,NA
"C02E",1035,"POGR",0.06,2019-05-31,NA
"C02E",1035,"POGR",0.06,2019-06-04,NA
"C02E",1035,"POGR",0.06,2019-06-10,NA
"C02E",1035,"POGR",0.06,2019-06-17,NA
"C02E",1035,"POGR",0.07,2019-06-25,NA
"C02E",1035,"POGR",0.08,2019-07-02,NA
"C02E",1035,"POGR",0.08,2019-07-09,NA
"C02E",1035,"POGR",0.08,2019-07-16,NA
"C02E",1035,"POGR",0.08,2019-07-23,NA
"C02E",1035,"POGR",0.08,2019-07-30,NA
"C02E",1035,"POGR",0.09,2019-08-07,NA
"C02E",1035,"POGR",0.18,2019-08-13,NA
"C02E",1035,"POGR",0.14,2019-11-11,NA
"C02E",1037,"POGR",0.04,2018-11-02,NA
"C02E",1037,"POGR",0.05,2019-04-09,NA
"C02E",1037,"POGR",0.05,2019-05-16,NA
"C02E",1037,"POGR",0.05,2019-05-22,NA
"C02E",1037,"POGR",0.07,2019-05-31,NA
"C02E",1037,"POGR",0.06,2019-06-04,NA
"C02E",1037,"POGR",0.07,2019-06-10,NA
"C02E",1037,"POGR",0.1,2019-06-17,NA
"C02E",1037,"POGR",0.18,2019-06-25,NA
"C02E",1037,"POGR",0.25,2019-07-02,NA
"C02E",1037,"POGR",0.34,2019-07-09,NA
"C02E",1037,"POGR",0.44,2019-07-16,NA
"C02E",1037,"POGR",0.52,2019-07-23,NA
"C02E",1037,"POGR",0.59,2019-07-30,NA
"C02E",1037,"POGR",0.64,2019-08-07,NA
"C02E",1037,"POGR",0.66,2019-08-13,NA
"C02E",1037,"POGR",0.7,2019-11-11,NA
"C02E",1041,"POGR",0.05,2018-11-02,NA
"C02E",1041,"POGR",0.1,2019-04-09,NA
"C02E",1041,"POGR",0.1,2019-05-16,NA
"C02E",1041,"POGR",0.11,2019-05-22,NA
"C02E",1041,"POGR",0.11,2019-05-31,NA
"C02E",1041,"POGR",0.11,2019-06-04,NA
"C02E",1041,"POGR",0.11,2019-06-10,NA
"C02E",1041,"POGR",0.14,2019-06-17,NA
"C02E",1041,"POGR",0.18,2019-06-25,NA
"C02E",1041,"POGR",0.21,2019-07-02,NA
"C02E",1041,"POGR",0.23,2019-07-09,NA
"C02E",1041,"POGR",0.25,2019-07-16,NA
"C02E",1041,"POGR",0.26,2019-07-23,NA
"C02E",1041,"POGR",0.27,2019-07-30,NA
"C02E",1041,"POGR",0.27,2019-08-07,NA
"C02E",1041,"POGR",0.27,2019-08-13,NA
"C02E",1041,"POGR",0.26,2019-11-11,NA
"C02E",1047,"ACPE",0.05,2018-11-02,NA
"C02E",1047,"ACPE",0.06,2019-04-09,NA
"C02E",1047,"ACPE",0.07,2019-05-16,NA
"C02E",1047,"ACPE",0.07,2019-05-22,NA
"C02E",1047,"ACPE",0.07,2019-05-31,NA
"C02E",1047,"ACPE",0.07,2019-06-04,NA
"C02E",1047,"ACPE",0.09,2019-06-10,NA
"C02E",1047,"ACPE",0.1,2019-06-17,NA
"C02E",1047,"ACPE",0.16,2019-06-25,NA
"C02E",1047,"ACPE",0.23,2019-07-02,NA
"C02E",1047,"ACPE",0.27,2019-07-09,NA
"C02E",1047,"ACPE",0.36,2019-07-16,NA
"C02E",1047,"ACPE",0.41,2019-07-23,NA
"C02E",1047,"ACPE",0.49,2019-07-30,NA
"C02E",1047,"ACPE",0.51,2019-08-07,NA
"C02E",1047,"ACPE",0.53,2019-08-13,NA
"C02E",1047,"ACPE",0.57,2019-11-11,NA
"C02E",1049,"POGR",0.11,2018-11-02,NA
"C02E",1049,"POGR",0.12,2019-04-09,NA
"C02E",1049,"POGR",0.11,2019-05-16,NA
"C02E",1049,"POGR",0.11,2019-05-22,NA
"C02E",1049,"POGR",0.11,2019-05-31,NA
"C02E",1049,"POGR",0.11,2019-06-04,NA
"C02E",1049,"POGR",0.12,2019-06-10,NA
"C02E",1049,"POGR",0.11,2019-06-17,NA
"C02E",1049,"POGR",0.16,2019-06-25,NA
"C02E",1049,"POGR",0.21,2019-07-02,NA
"C02E",1049,"POGR",0.28,2019-07-09,NA
"C02E",1049,"POGR",0.36,2019-07-16,NA
"C02E",1049,"POGR",0.42,2019-07-23,NA
"C02E",1049,"POGR",0.49,2019-07-30,NA
"C02E",1049,"POGR",0.53,2019-08-07,NA
"C02E",1049,"POGR",0.55,2019-08-13,NA
"C02E",1049,"POGR",0.62,2019-11-11,NA
"C02E",1058,"POGR",0.08,2018-11-02,NA
"C02E",1058,"POGR",0.08,2019-04-09,NA
"C02E",1058,"POGR",0.08,2019-05-16,NA
"C02E",1058,"POGR",0.08,2019-05-22,NA
"C02E",1058,"POGR",0.08,2019-05-31,NA
"C02E",1058,"POGR",0.08,2019-06-04,NA
"C02E",1058,"POGR",0.09,2019-06-10,NA
"C02E",1058,"POGR",0.1,2019-06-17,NA
"C02E",1058,"POGR",0.16,2019-06-25,NA
"C02E",1058,"POGR",0.24,2019-07-02,NA
"C02E",1058,"POGR",0.34,2019-07-09,NA
"C02E",1058,"POGR",0.45,2019-07-16,NA
"C02E",1058,"POGR",0.54,2019-07-23,NA
"C02E",1058,"POGR",NA,2019-07-30,"outlier"
"C02E",1058,"POGR",0.7,2019-08-07,NA
"C02E",1058,"POGR",0.73,2019-08-13,NA
"C02E",1058,"POGR",0.82,2019-11-11,NA
"C02E",1061,"ACRU",0,2018-11-02,NA
"C02E",1061,"ACRU",0.01,2019-04-09,NA
"C02E",1061,"ACRU",0.01,2019-05-16,NA
"C02E",1061,"ACRU",0.01,2019-05-22,NA
"C02E",1061,"ACRU",0.01,2019-05-31,NA
"C02E",1061,"ACRU",0.01,2019-06-04,NA
"C02E",1061,"ACRU",0.01,2019-06-10,NA
"C02E",1061,"ACRU",0.01,2019-06-17,NA
"C02E",1061,"ACRU",0.01,2019-06-25,NA
"C02E",1061,"ACRU",0.01,2019-07-02,NA
"C02E",1061,"ACRU",0.01,2019-07-09,NA
"C02E",1061,"ACRU",0.01,2019-07-16,NA
"C02E",1061,"ACRU",0.01,2019-07-23,NA
"C02E",1061,"ACRU",0.01,2019-07-30,NA
"C02E",1061,"ACRU",0.01,2019-08-07,NA
"C02E",1061,"ACRU",0.01,2019-08-13,NA
"C02E",1061,"ACRU",0.01,2019-11-11,NA
"C02E",1064,"QURU",0,2018-11-02,NA
"C02E",1064,"QURU",0.01,2019-04-09,NA
"C02E",1064,"QURU",0.01,2019-05-16,NA
"C02E",1064,"QURU",0.01,2019-05-22,NA
"C02E",1064,"QURU",0.01,2019-05-31,NA
"C02E",1064,"QURU",0.01,2019-06-04,NA
"C02E",1064,"QURU",0.01,2019-06-10,NA
"C02E",1064,"QURU",0.02,2019-06-17,NA
"C02E",1064,"QURU",0.02,2019-06-25,NA
"C02E",1064,"QURU",0.02,2019-07-02,NA
"C02E",1064,"QURU",0.02,2019-07-09,NA
"C02E",1064,"QURU",0.02,2019-07-16,NA
"C02E",1064,"QURU",0.02,2019-07-23,NA
"C02E",1064,"QURU",0.02,2019-07-30,NA
"C02E",1064,"QURU",0.02,2019-08-07,NA
"C02E",1064,"QURU",0.02,2019-08-13,NA
"C02E",1064,"QURU",0.02,2019-11-11,NA
"C02E",1066,"PIRE",0.15,2018-11-02,NA
"C02E",1066,"PIRE",0.09,2019-04-09,NA
"C02E",1066,"PIRE",0.09,2019-05-16,NA
"C02E",1066,"PIRE",0.09,2019-05-22,NA
"C02E",1066,"PIRE",0.09,2019-05-31,NA
"C02E",1066,"PIRE",0.09,2019-06-04,NA
"C02E",1066,"PIRE",0.1,2019-06-10,NA
"C02E",1066,"PIRE",0.11,2019-06-17,NA
"C02E",1066,"PIRE",0.14,2019-06-25,NA
"C02E",1066,"PIRE",0.15,2019-07-02,NA
"C02E",1066,"PIRE",0.15,2019-07-09,NA
"C02E",1066,"PIRE",0.18,2019-07-16,NA
"C02E",1066,"PIRE",0.19,2019-07-23,NA
"C02E",1066,"PIRE",0.2,2019-07-30,NA
"C02E",1066,"PIRE",0.2,2019-08-07,NA
"C02E",1066,"PIRE",0.2,2019-08-13,NA
"C02E",1066,"PIRE",0.28,2019-11-11,NA
"C02E",1068,"ACRU",0.04,2018-11-02,NA
"C02E",1068,"ACRU",0.03,2019-04-09,NA
"C02E",1068,"ACRU",0.04,2019-05-16,NA
"C02E",1068,"ACRU",0.04,2019-05-22,NA
"C02E",1068,"ACRU",0.04,2019-05-31,NA
"C02E",1068,"ACRU",0.04,2019-06-04,NA
"C02E",1068,"ACRU",0.04,2019-06-10,NA
"C02E",1068,"ACRU",0.04,2019-06-17,NA
"C02E",1068,"ACRU",0.04,2019-06-25,NA
"C02E",1068,"ACRU",0.07,2019-07-02,NA
"C02E",1068,"ACRU",0.1,2019-07-09,NA
"C02E",1068,"ACRU",0.14,2019-07-16,NA
"C02E",1068,"ACRU",0.18,2019-07-23,NA
"C02E",1068,"ACRU",0.22,2019-07-30,NA
"C02E",1068,"ACRU",0.23,2019-08-07,NA
"C02E",1068,"ACRU",0.25,2019-08-13,NA
"C02E",1068,"ACRU",0.27,2019-11-11,NA
"C02E",1069,"POGR",0.16,2018-11-02,NA
"C02E",1069,"POGR",0.18,2019-04-09,NA
"C02E",1069,"POGR",0.17,2019-05-16,NA
"C02E",1069,"POGR",0.17,2019-05-22,"typo"
"C02E",1069,"POGR",0.18,2019-05-31,NA
"C02E",1069,"POGR",0.18,2019-06-04,"WAS LIVE"
"C02E",1069,"POGR",0.19,2019-06-10,NA
"C02E",1069,"POGR",0.21,2019-06-17,NA
"C02E",1069,"POGR",0.28,2019-06-25,NA
"C02E",1069,"POGR",0.35,2019-07-02,NA
"C02E",1069,"POGR",0.42,2019-07-09,NA
"C02E",1069,"POGR",0.5,2019-07-16,NA
"C02E",1069,"POGR",0.57,2019-07-23,NA
"C02E",1069,"POGR",0.63,2019-07-30,NA
"C02E",1069,"POGR",0.67,2019-08-07,NA
"C02E",1069,"POGR",0.69,2019-08-13,NA
"C02E",1069,"POGR",0.75,2019-11-11,NA
"C02E",1077,"POGR",0,2018-11-02,NA
"C02E",1077,"POGR",0.04,2019-04-09,NA
"C02E",1077,"POGR",0.04,2019-05-16,NA
"C02E",1077,"POGR",0.05,2019-05-22,NA
"C02E",1077,"POGR",0.05,2019-05-31,NA
"C02E",1077,"POGR",0.05,2019-06-04,NA
"C02E",1077,"POGR",0.06,2019-06-10,NA
"C02E",1077,"POGR",0.07,2019-06-17,NA
"C02E",1077,"POGR",0.13,2019-06-25,NA
"C02E",1077,"POGR",0.18,2019-07-02,NA
"C02E",1077,"POGR",0.24,2019-07-09,NA
"C02E",1077,"POGR",0.3,2019-07-16,NA
"C02E",1077,"POGR",0.37,2019-07-23,NA
"C02E",1077,"POGR",0.44,2019-07-30,NA
"C02E",1077,"POGR",0.48,2019-08-07,NA
"C02E",1077,"POGR",0.5,2019-08-13,NA
"C02E",1077,"POGR",0.58,2019-11-11,NA
"C02E",1080,"FAGR",0.01,2018-11-02,NA
"C02E",1080,"FAGR",0.01,2019-04-09,NA
"C02E",1080,"FAGR",0.01,2019-05-16,NA
"C02E",1080,"FAGR",0.01,2019-05-22,NA
"C02E",1080,"FAGR",0.01,2019-05-31,NA
"C02E",1080,"FAGR",0.01,2019-06-04,NA
"C02E",1080,"FAGR",0.01,2019-06-10,NA
"C02E",1080,"FAGR",0.01,2019-06-17,NA
"C02E",1080,"FAGR",0.01,2019-06-25,NA
"C02E",1080,"FAGR",0.01,2019-07-02,NA
"C02E",1080,"FAGR",0.02,2019-07-09,NA
"C02E",1080,"FAGR",0.04,2019-07-16,NA
"C02E",1080,"FAGR",0.04,2019-07-23,NA
"C02E",1080,"FAGR",0.05,2019-07-30,NA
"C02E",1080,"FAGR",0.05,2019-08-07,NA
"C02E",1080,"FAGR",0.05,2019-08-13,"typo"
"C02E",1080,"FAGR",0.05,2019-11-11,NA
"C02E",1082,"FAGR",0.02,2018-11-02,NA
"C02E",1082,"FAGR",0.01,2019-04-09,NA
"C02E",1082,"FAGR",0.01,2019-05-16,NA
"C02E",1082,"FAGR",0.01,2019-05-22,NA
"C02E",1082,"FAGR",0.01,2019-05-31,NA
"C02E",1082,"FAGR",0.01,2019-06-04,NA
"C02E",1082,"FAGR",0.01,2019-06-10,NA
"C02E",1082,"FAGR",0.02,2019-06-17,NA
"C02E",1082,"FAGR",0.04,2019-06-25,NA
"C02E",1082,"FAGR",0.06,2019-07-02,NA
"C02E",1082,"FAGR",0.07,2019-07-09,NA
"C02E",1082,"FAGR",0.09,2019-07-16,NA
"C02E",1082,"FAGR",0.11,2019-07-23,NA
"C02E",1082,"FAGR",0.12,2019-07-30,NA
"C02E",1082,"FAGR",0.13,2019-08-07,NA
"C02E",1082,"FAGR",0.14,2019-08-13,NA
"C02E",1082,"FAGR",0.15,2019-11-11,NA
"C02E",1083,"POGR",0.07,2018-11-02,NA
"C02E",1083,"POGR",0.1,2019-04-09,NA
"C02E",1083,"POGR",0.12,2019-05-16,NA
"C02E",1083,"POGR",0.12,2019-05-22,NA
"C02E",1083,"POGR",0.13,2019-05-31,NA
"C02E",1083,"POGR",0.13,2019-06-04,NA
"C02E",1083,"POGR",0.13,2019-06-10,NA
"C02E",1083,"POGR",0.21,2019-06-17,NA
"C02E",1083,"POGR",0.32,2019-06-25,NA
"C02E",1083,"POGR",0.44,2019-07-02,NA
"C02E",1083,"POGR",0.57,2019-07-09,NA
"C02E",1083,"POGR",0.74,2019-07-16,NA
"C02E",1083,"POGR",0.89,2019-07-23,NA
"C02E",1083,"POGR",1.05,2019-07-30,NA
"C02E",1083,"POGR",1.17,2019-08-07,NA
"C02E",1083,"POGR",1.23,2019-08-13,NA
"C02E",1083,"POGR",1.36,2019-11-11,NA
"C02E",1089,"ACRU",0.03,2018-11-02,NA
"C02E",1089,"ACRU",0.02,2019-04-09,NA
"C02E",1089,"ACRU",0.02,2019-05-16,NA
"C02E",1089,"ACRU",0.02,2019-05-22,NA
"C02E",1089,"ACRU",0.02,2019-05-31,NA
"C02E",1089,"ACRU",0.02,2019-06-04,NA
"C02E",1089,"ACRU",0.02,2019-06-10,NA
"C02E",1089,"ACRU",0.02,2019-06-17,NA
"C02E",1089,"ACRU",0.02,2019-06-25,NA
"C02E",1089,"ACRU",0.02,2019-07-02,NA
"C02E",1089,"ACRU",0.03,2019-07-09,NA
"C02E",1089,"ACRU",0.05,2019-07-16,NA
"C02E",1089,"ACRU",0.07,2019-07-23,NA
"C02E",1089,"ACRU",0.09,2019-07-30,NA
"C02E",1089,"ACRU",0.09,2019-08-07,NA
"C02E",1089,"ACRU",0.09,2019-08-13,NA
"C02E",1089,"ACRU",0.11,2019-11-11,NA
"C02E",1090,"POGR",0.1,2018-11-02,NA
"C02E",1090,"POGR",0.12,2019-04-09,NA
"C02E",1090,"POGR",0.12,2019-05-16,NA
"C02E",1090,"POGR",0.12,2019-05-22,NA
"C02E",1090,"POGR",0.12,2019-05-31,NA
"C02E",1090,"POGR",0.12,2019-06-04,NA
"C02E",1090,"POGR",0.14,2019-06-10,NA
"C02E",1090,"POGR",0.17,2019-06-17,NA
"C02E",1090,"POGR",0.28,2019-06-25,NA
"C02E",1090,"POGR",0.38,2019-07-02,NA
"C02E",1090,"POGR",0.5,2019-07-09,NA
"C02E",1090,"POGR",0.63,2019-07-16,NA
"C02E",1090,"POGR",0.76,2019-07-23,NA
"C02E",1090,"POGR",0.9,2019-07-30,NA
"C02E",1090,"POGR",1.02,2019-08-07,NA
"C02E",1090,"POGR",1.09,2019-08-13,NA
"C02E",1090,"POGR",1.22,2019-11-11,NA
"C02E",1091,"QURU",0.05,2018-11-02,NA
"C02E",1091,"QURU",0.04,2019-04-09,NA
"C02E",1091,"QURU",0.04,2019-05-16,NA
"C02E",1091,"QURU",0.05,2019-05-22,NA
"C02E",1091,"QURU",0.05,2019-05-31,NA
"C02E",1091,"QURU",0.05,2019-06-04,NA
"C02E",1091,"QURU",0.05,2019-06-10,NA
"C02E",1091,"QURU",0.05,2019-06-17,NA
"C02E",1091,"QURU",0.05,2019-06-25,NA
"C02E",1091,"QURU",0.05,2019-07-02,NA
"C02E",1091,"QURU",0.05,2019-07-09,NA
"C02E",1091,"QURU",0.05,2019-07-16,NA
"C02E",1091,"QURU",0.05,2019-07-23,NA
"C02E",1091,"QURU",0.05,2019-07-30,NA
"C02E",1091,"QURU",0.05,2019-08-07,NA
"C02E",1091,"QURU",0.05,2019-08-13,NA
"C02E",1091,"QURU",0.05,2019-11-11,NA
"C02E",1094,"POGR",0.05,2018-11-02,NA
"C02E",1094,"POGR",0.04,2019-04-09,NA
"C02E",1094,"POGR",0.04,2019-05-16,NA
"C02E",1094,"POGR",0.05,2019-05-22,NA
"C02E",1094,"POGR",0.05,2019-05-31,NA
"C02E",1094,"POGR",0.05,2019-06-04,NA
"C02E",1094,"POGR",0.06,2019-06-10,NA
"C02E",1094,"POGR",0.09,2019-06-17,NA
"C02E",1094,"POGR",0.16,2019-06-25,NA
"C02E",1094,"POGR",0.25,2019-07-02,NA
"C02E",1094,"POGR",0.34,2019-07-09,NA
"C02E",1094,"POGR",0.43,2019-07-16,NA
"C02E",1094,"POGR",0.53,2019-07-23,NA
"C02E",1094,"POGR",0.61,2019-07-30,NA
"C02E",1094,"POGR",0.66,2019-08-07,NA
"C02E",1094,"POGR",0.69,2019-08-13,NA
"C02E",1094,"POGR",0.78,2019-11-11,NA
"C02E",1122,"QURU",0.02,2018-11-02,NA
"C02E",1122,"QURU",0.01,2019-04-09,NA
"C02E",1122,"QURU",0.01,2019-05-16,NA
"C02E",1122,"QURU",0.03,2019-05-22,NA
"C02E",1122,"QURU",0.03,2019-05-31,NA
"C02E",1122,"QURU",0.03,2019-06-04,NA
"C02E",1122,"QURU",0.03,2019-06-10,NA
"C02E",1122,"QURU",0.03,2019-06-17,NA
"C02E",1122,"QURU",0.03,2019-06-25,NA
"C02E",1122,"QURU",0.03,2019-07-02,NA
"C02E",1122,"QURU",0.03,2019-07-09,NA
"C02E",1122,"QURU",0.03,2019-07-16,NA
"C02E",1122,"QURU",0.03,2019-07-23,NA
"C02E",1122,"QURU",0.03,2019-07-30,NA
"C02E",1122,"QURU",0.03,2019-08-07,NA
"C02E",1122,"QURU",0.03,2019-08-13,NA
"C02E",1122,"QURU",0.03,2019-11-11,NA
"C02E",1129,"POGR",0,2018-11-02,NA
"C02E",1129,"POGR",0.05,2019-04-09,NA
"C02E",1129,"POGR",0.05,2019-05-16,NA
"C02E",1129,"POGR",0.06,2019-05-22,NA
"C02E",1129,"POGR",0.06,2019-05-31,NA
"C02E",1129,"POGR",0.06,2019-06-04,NA
"C02E",1129,"POGR",0.08,2019-06-10,NA
"C02E",1129,"POGR",0.1,2019-06-17,NA
"C02E",1129,"POGR",0.15,2019-06-25,NA
"C02E",1129,"POGR",0.21,2019-07-02,NA
"C02E",1129,"POGR",0.29,2019-07-09,NA
"C02E",1129,"POGR",0.37,2019-07-16,NA
"C02E",1129,"POGR",0.45,2019-07-23,NA
"C02E",1129,"POGR",0.53,2019-07-30,NA
"C02E",1129,"POGR",0.58,2019-08-07,NA
"C02E",1129,"POGR",0.61,2019-08-13,NA
"C02E",1129,"POGR",0.66,2019-11-11,NA
"C02E",1137,"POGR",0.06,2018-11-02,NA
"C02E",1137,"POGR",0.09,2019-04-09,NA
"C02E",1137,"POGR",0.1,2019-05-16,NA
"C02E",1137,"POGR",0.1,2019-05-22,NA
"C02E",1137,"POGR",0.11,2019-05-31,NA
"C02E",1137,"POGR",0.11,2019-06-04,NA
"C02E",1137,"POGR",0.13,2019-06-10,NA
"C02E",1137,"POGR",0.15,2019-06-17,NA
"C02E",1137,"POGR",0.23,2019-06-25,NA
"C02E",1137,"POGR",0.32,2019-07-02,NA
"C02E",1137,"POGR",0.41,2019-07-09,NA
"C02E",1137,"POGR",0.51,2019-07-16,NA
"C02E",1137,"POGR",0.63,2019-07-23,NA
"C02E",1137,"POGR",0.71,2019-07-30,NA
"C02E",1137,"POGR",0.76,2019-08-07,NA
"C02E",1137,"POGR",0.8,2019-08-13,NA
"C02E",1137,"POGR",0.93,2019-11-11,NA
"C02E",1142,"ACRU",0.01,2018-11-02,NA
"C02E",1142,"ACRU",0.04,2019-04-09,NA
"C02E",1142,"ACRU",0.04,2019-05-16,NA
"C02E",1142,"ACRU",0.04,2019-05-22,NA
"C02E",1142,"ACRU",0.04,2019-05-31,NA
"C02E",1142,"ACRU",0.04,2019-06-04,NA
"C02E",1142,"ACRU",0.04,2019-06-10,NA
"C02E",1142,"ACRU",0.04,2019-06-17,NA
"C02E",1142,"ACRU",0.04,2019-06-25,NA
"C02E",1142,"ACRU",0.04,2019-07-02,NA
"C02E",1142,"ACRU",0.04,2019-07-09,NA
"C02E",1142,"ACRU",0.04,2019-07-16,NA
"C02E",1142,"ACRU",0.05,2019-07-23,NA
"C02E",1142,"ACRU",0.05,2019-07-30,NA
"C02E",1142,"ACRU",0.05,2019-08-07,NA
"C02E",1142,"ACRU",0.05,2019-08-13,NA
"C02E",1142,"ACRU",0.06,2019-11-11,NA
"C02W",896,"POGR",0.02,2018-11-02,NA
"C02W",896,"POGR",0.06,2019-04-09,NA
"C02W",896,"POGR",0.06,2019-05-16,NA
"C02W",896,"POGR",0.06,2019-05-22,NA
"C02W",896,"POGR",0.06,2019-05-31,NA
"C02W",896,"POGR",0.06,2019-06-04,NA
"C02W",896,"POGR",0.06,2019-06-10,NA
"C02W",896,"POGR",0.07,2019-06-17,NA
"C02W",896,"POGR",0.11,2019-06-25,NA
"C02W",896,"POGR",0.16,2019-07-02,NA
"C02W",896,"POGR",0.21,2019-07-09,NA
"C02W",896,"POGR",0.28,2019-07-16,NA
"C02W",896,"POGR",0.31,2019-07-23,NA
"C02W",896,"POGR",0.35,2019-07-30,NA
"C02W",896,"POGR",0.36,2019-08-07,NA
"C02W",896,"POGR",0.37,2019-08-13,NA
"C02W",896,"POGR",0.35,2019-11-11,NA
"C02W",899,"POGR",0.07,2018-11-02,NA
"C02W",899,"POGR",0.19,2019-04-09,NA
"C02W",899,"POGR",0.19,2019-05-16,NA
"C02W",899,"POGR",0.19,2019-05-22,NA
"C02W",899,"POGR",0.19,2019-05-31,NA
"C02W",899,"POGR",0.19,2019-06-04,NA
"C02W",899,"POGR",0.2,2019-06-10,NA
"C02W",899,"POGR",0.22,2019-06-17,NA
"C02W",899,"POGR",0.27,2019-06-25,NA
"C02W",899,"POGR",0.32,2019-07-02,NA
"C02W",899,"POGR",0.38,2019-07-09,NA
"C02W",899,"POGR",0.46,2019-07-16,NA
"C02W",899,"POGR",0.54,2019-07-23,NA
"C02W",899,"POGR",0.61,2019-07-30,NA
"C02W",899,"POGR",0.65,2019-08-07,NA
"C02W",899,"POGR",0.69,2019-08-13,NA
